,no,date_time,veg,so,modis,s2_ndvi,fid,gk
36,37,2020-06,0.0014358193810248606,0.3951902587519023,0.35191455018484075,0.13514017576088097,fid == 203,60070094010
37,38,2020-07,0.00448542325254654,0.29316824727783625,0.2786754447874958,0.1488968083223887,fid == 203,60070094010
38,39,2020-08,0.020147133434804666,0.6418417047184176,0.38165495877396566,0.2147527261792797,fid == 203,60070094010
39,40,2020-09,0.016773211567732114,0.37594875697615415,0.40444612321062545,0.2143726521716815,fid == 203,60070094010
40,41,2020-10,0.0015601217656012177,0.0068848300355149675,0.12914034989462597,0.10688631783291991,fid == 203,60070094010
41,42,2020-11,0.015395046353950465,0.022635948526359476,0.07917971672827614,0.1443114922716193,fid == 203,60070094010
42,43,2020-12,0.0,0.0,0.04837154574091213,0.10133881016000769,fid == 203,60070094010
43,44,2021-01,0.0,0.0,0.011537867574529945,0.03961752841563094,fid == 203,60070094010
44,45,2021-02,0.0,0.0,0.10030277228087779,0.043066164074292694,fid == 203,60070094010
45,46,2021-03,0.0011942395504039342,0.06137688795223044,0.17402165410045078,0.09763570577745388,fid == 203,60070094010
46,47,2021-04,0.0007382039573820396,0.24877219685438867,0.20933871403223125,0.10377843595372123,fid == 203,60070094010
47,48,2021-05,0.00877727042110604,0.466418061897514,0.2894908238491512,0.2074535530224965,fid == 203,60070094010
48,49,2021-06,0.02592548474621137,0.8206366223281057,0.47888823641671074,0.3003029536475149,fid == 203,60070094010
49,50,2021-07,0.03779885259337314,0.5772391991570065,0.46952504134613626,0.23992444704656732,fid == 203,60070094010
50,51,2021-08,0.022782851344495186,0.31055048198883833,0.24534806131500095,0.11902432412680243,fid == 203,60070094010
51,52,2021-09,0.054850329781836654,0.4201877219685438,0.365179406670312,0.22521121153956683,fid == 203,60070094010
52,53,2021-10,0.032970573313039056,0.08549467275494677,0.3375499020020167,0.19104078553719067,fid == 203,60070094010
53,54,2021-11,0.02125570776255707,0.017973110096397762,0.15019221695091808,0.14524066935595312,fid == 203,60070094010
54,55,2021-12,0.00022713967919447373,0.0,0.06441452927830739,0.12380980748462078,fid == 203,60070094010
55,56,2022-01,0.005136986301369864,0.0022349061390157282,0.06268088324009644,0.10454803583760784,fid == 203,60070094010
56,57,2022-02,0.014788985747889855,0.07612010516120109,0.18972136033588352,0.05016969582488366,fid == 203,60070094010
57,58,2022-03,0.03328650040978809,0.6841693010186164,0.43593301427690945,0.17073357885853707,fid == 203,60070094010
58,59,2022-04,0.017152345371523457,0.5564826345648272,0.2989883659628065,0.14856408542512586,fid == 203,60070094010
59,60,2022-05,0.01670091324200913,0.35809360730593603,0.28971540697996306,0.09239552861071068,fid == 203,60070094010
60,61,2022-06,0.01458143074581431,0.35992009132420094,0.32854531273087045,0.11138160331721898,fid == 203,60070094010
61,62,2022-07,0.03232408383093315,0.34481442454045197,0.33737545446718126,0.14123216978309727,fid == 203,60070094010
